k,train_condition,test_snr,class_idx,class_name,ap_mean,ap_std,auc_mean,auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
16,M,-5,0,BottlenoseDolphin,0.6698,0.1099,0.9481,0.0181,0.4595,0.0647,0.7048,0.1483,0.5532,0.0869
16,M,-5,1,BowheadWhale,0.6994,0.0485,0.8896,0.0211,0.6374,0.0515,0.6698,0.0907,0.6515,0.0614
16,M,-5,2,ClymeneDolphin,0.7534,0.0233,0.9323,0.0092,0.7173,0.0293,0.5907,0.1022,0.6442,0.0663
16,M,-5,3,Frasherdolphin,0.7503,0.0393,0.9146,0.0262,0.6431,0.0444,0.7812,0.0221,0.7049,0.0313
16,M,-5,4,HumpbackWhale,0.7769,0.0352,0.8964,0.0105,0.7479,0.0618,0.6435,0.0822,0.6903,0.0672
16,M,-5,5,KillerWhale,0.9185,0.0281,0.9835,0.0038,0.8801,0.0294,0.7905,0.0516,0.8315,0.023
16,M,-5,6,NorthernRightWhale,0.4923,0.0772,0.8277,0.0363,0.4951,0.1124,0.4585,0.0834,0.4735,0.0903
16,M,0,0,BottlenoseDolphin,0.8814,0.04,0.9822,0.0069,0.7019,0.0679,0.781,0.1096,0.7373,0.0774
16,M,0,1,BowheadWhale,0.8223,0.0455,0.9368,0.0217,0.7326,0.0688,0.8465,0.0265,0.7841,0.0427
16,M,0,2,ClymeneDolphin,0.9139,0.0225,0.9736,0.0114,0.8445,0.0279,0.8279,0.0312,0.8356,0.0186
16,M,0,3,Frasherdolphin,0.8691,0.0542,0.9701,0.0118,0.7815,0.0643,0.825,0.0171,0.8011,0.0291
16,M,0,4,HumpbackWhale,0.8732,0.02,0.9425,0.0101,0.8352,0.0415,0.7913,0.0364,0.8126,0.0374
16,M,0,5,KillerWhale,0.9802,0.0027,0.996,0.0011,0.9458,0.0187,0.9,0.0391,0.9217,0.016
16,M,0,6,NorthernRightWhale,0.6439,0.0832,0.9082,0.0228,0.6327,0.0818,0.5366,0.1131,0.5773,0.0932
16,M,5,0,BottlenoseDolphin,0.9272,0.0319,0.9896,0.0082,0.8728,0.0685,0.819,0.0522,0.8434,0.043
16,M,5,1,BowheadWhale,0.8914,0.0317,0.9692,0.0167,0.7337,0.0541,0.9023,0.0382,0.8091,0.0472
16,M,5,2,ClymeneDolphin,0.9488,0.0173,0.9835,0.0102,0.9148,0.034,0.8837,0.0329,0.8983,0.0183
16,M,5,3,Frasherdolphin,0.9427,0.0434,0.9924,0.0031,0.8666,0.0579,0.925,0.0474,0.8946,0.0505
16,M,5,4,HumpbackWhale,0.9215,0.0284,0.9603,0.0087,0.8662,0.0442,0.8652,0.0389,0.8653,0.0354
16,M,5,5,KillerWhale,0.9894,0.0065,0.998,0.001,0.97,0.0112,0.9238,0.0199,0.9463,0.0141
16,M,5,6,NorthernRightWhale,0.7763,0.0604,0.9474,0.0237,0.7877,0.0829,0.6439,0.1,0.7078,0.0926
16,M,10,0,BottlenoseDolphin,0.9449,0.0245,0.9915,0.0084,0.9259,0.0238,0.819,0.0522,0.8681,0.0253
16,M,10,1,BowheadWhale,0.9316,0.018,0.9806,0.0093,0.7486,0.0541,0.9302,0.0285,0.8291,0.0418
16,M,10,2,ClymeneDolphin,0.9611,0.0168,0.9888,0.0088,0.9297,0.0343,0.9023,0.0195,0.9152,0.0113
16,M,10,3,Frasherdolphin,0.9721,0.0206,0.9967,0.0015,0.8917,0.0335,0.9687,0.0312,0.9282,0.0244
16,M,10,4,HumpbackWhale,0.9435,0.0174,0.9692,0.0049,0.9247,0.0501,0.8826,0.0248,0.9026,0.0301
16,M,10,5,KillerWhale,0.9904,0.0115,0.9985,0.0014,0.9676,0.0348,0.9619,0.0213,0.9644,0.0184
16,M,10,6,NorthernRightWhale,0.8578,0.0567,0.9692,0.0217,0.8623,0.0283,0.7024,0.1083,0.7706,0.0705
16,S,-5,0,BottlenoseDolphin,0.5694,0.1131,0.9137,0.0268,0.378,0.0983,0.7524,0.1137,0.5004,0.1063
16,S,-5,1,BowheadWhale,0.5933,0.0778,0.847,0.0264,0.5469,0.0889,0.5814,0.0615,0.5617,0.0709
16,S,-5,2,ClymeneDolphin,0.7312,0.0707,0.9067,0.0339,0.7221,0.0491,0.5023,0.1698,0.579,0.1211
16,S,-5,3,Frasherdolphin,0.7052,0.0386,0.9165,0.0156,0.6187,0.0281,0.7687,0.0356,0.6853,0.0271
16,S,-5,4,HumpbackWhale,0.6958,0.0198,0.8575,0.0188,0.7354,0.0705,0.5652,0.0799,0.6356,0.0561
16,S,-5,5,KillerWhale,0.9057,0.0171,0.9623,0.0106,0.9044,0.0524,0.7429,0.0516,0.8143,0.0368
16,S,-5,6,NorthernRightWhale,0.4048,0.0729,0.7949,0.0438,0.4179,0.0713,0.3902,0.0827,0.4006,0.0676
16,S,0,0,BottlenoseDolphin,0.8034,0.079,0.9602,0.0096,0.6172,0.1455,0.8095,0.0583,0.6936,0.0982
16,S,0,1,BowheadWhale,0.7675,0.0351,0.9307,0.0207,0.6938,0.0167,0.7349,0.0265,0.7132,0.0053
16,S,0,2,ClymeneDolphin,0.9338,0.027,0.9774,0.0095,0.8958,0.058,0.8326,0.0907,0.8592,0.0435
16,S,0,3,Frasherdolphin,0.8893,0.0409,0.9672,0.008,0.8067,0.0486,0.8687,0.0407,0.8351,0.0245
16,S,0,4,HumpbackWhale,0.8341,0.034,0.9216,0.0245,0.7815,0.0239,0.7217,0.0603,0.7485,0.0223
16,S,0,5,KillerWhale,0.9565,0.0114,0.9835,0.0051,0.9537,0.0205,0.8762,0.0106,0.9132,0.0119
16,S,0,6,NorthernRightWhale,0.5827,0.0471,0.8768,0.025,0.5527,0.0588,0.5073,0.0903,0.526,0.0609
16,S,5,0,BottlenoseDolphin,0.8839,0.0291,0.9811,0.0126,0.7547,0.0896,0.8476,0.0398,0.7965,0.0564
16,S,5,1,BowheadWhale,0.8865,0.0365,0.9706,0.0091,0.7631,0.04,0.8605,0.0329,0.8081,0.0254
16,S,5,2,ClymeneDolphin,0.9696,0.011,0.9884,0.0085,0.9316,0.0283,0.8698,0.0606,0.8983,0.0298
16,S,5,3,Frasherdolphin,0.9545,0.0336,0.9928,0.0053,0.8733,0.0552,0.9187,0.0419,0.8941,0.0314
16,S,5,4,HumpbackWhale,0.9113,0.042,0.9551,0.0282,0.8584,0.0673,0.8391,0.0524,0.8469,0.0435
16,S,5,5,KillerWhale,0.9725,0.0107,0.9931,0.002,0.9598,0.0212,0.9,0.0199,0.9287,0.0133
16,S,5,6,NorthernRightWhale,0.7593,0.0412,0.9341,0.0207,0.741,0.0619,0.6634,0.0719,0.6968,0.0386
16,S,10,0,BottlenoseDolphin,0.9048,0.0225,0.9849,0.0126,0.8449,0.037,0.8286,0.0722,0.8355,0.048
16,S,10,1,BowheadWhale,0.9313,0.0241,0.9794,0.009,0.7935,0.0225,0.9256,0.0195,0.8542,0.0104
16,S,10,2,ClymeneDolphin,0.9745,0.0116,0.9913,0.0076,0.9339,0.0292,0.907,0.0435,0.9196,0.0236
16,S,10,3,Frasherdolphin,0.9794,0.0157,0.9973,0.0021,0.9194,0.0539,0.9687,0.0221,0.9428,0.032
16,S,10,4,HumpbackWhale,0.938,0.0311,0.9721,0.02,0.9008,0.0639,0.8739,0.0357,0.8861,0.0387
16,S,10,5,KillerWhale,0.9773,0.0132,0.9952,0.0025,0.9624,0.0342,0.9381,0.0319,0.9494,0.0175
16,S,10,6,NorthernRightWhale,0.8503,0.0504,0.9621,0.0152,0.8311,0.0576,0.722,0.037,0.771,0.0226
32,C,-5,0,BottlenoseDolphin,0.56,0.0246,0.8882,0.0049,0.3783,0.0419,0.581,0.0213,0.4567,0.0272
32,C,-5,1,BowheadWhale,0.4326,0.0184,0.7573,0.0238,0.6473,0.0676,0.1209,0.0345,0.2024,0.0518
32,C,-5,2,ClymeneDolphin,0.6557,0.0375,0.8727,0.0219,0.6706,0.026,0.4651,0.057,0.5481,0.0454
32,C,-5,3,Frasherdolphin,0.4507,0.0475,0.86,0.0141,0.231,0.0204,0.9125,0.014,0.3683,0.027
32,C,-5,4,HumpbackWhale,0.699,0.0247,0.8564,0.0098,0.7791,0.1012,0.3391,0.0681,0.4688,0.0743
32,C,-5,5,KillerWhale,0.8027,0.0101,0.948,0.007,0.7501,0.0273,0.5571,0.0548,0.6383,0.0397
32,C,-5,6,NorthernRightWhale,0.3409,0.0106,0.6895,0.0254,0.4831,0.0543,0.2244,0.0318,0.3064,0.0404
32,C,0,0,BottlenoseDolphin,0.7706,0.0329,0.9331,0.0046,0.471,0.0375,0.7714,0.0398,0.5837,0.0288
32,C,0,1,BowheadWhale,0.5876,0.025,0.8439,0.0364,0.7055,0.0668,0.1767,0.0482,0.2783,0.0643
32,C,0,2,ClymeneDolphin,0.8785,0.0067,0.9697,0.0067,0.8466,0.0459,0.7395,0.0504,0.7888,0.0417
32,C,0,3,Frasherdolphin,0.705,0.0436,0.9404,0.0096,0.3287,0.0252,0.9687,0.0,0.4904,0.0286
32,C,0,4,HumpbackWhale,0.8405,0.0189,0.9235,0.0068,0.8797,0.0444,0.6522,0.0634,0.7469,0.0425
32,C,0,5,KillerWhale,0.9084,0.0084,0.9803,0.003,0.8316,0.0349,0.7286,0.0433,0.7764,0.0362
32,C,0,6,NorthernRightWhale,0.468,0.02,0.7805,0.018,0.6159,0.062,0.2829,0.0218,0.3865,0.0236
32,C,5,0,BottlenoseDolphin,0.8301,0.0329,0.96,0.0044,0.5658,0.0567,0.8286,0.0261,0.6711,0.0429
32,C,5,1,BowheadWhale,0.7365,0.0312,0.9177,0.0153,0.8505,0.0366,0.414,0.053,0.5546,0.0447
32,C,5,2,ClymeneDolphin,0.9539,0.0069,0.9899,0.002,0.8709,0.0623,0.8512,0.0389,0.8595,0.0328
32,C,5,3,Frasherdolphin,0.8675,0.036,0.9688,0.0058,0.4589,0.0411,0.9687,0.0,0.6219,0.0381
32,C,5,4,HumpbackWhale,0.9073,0.0025,0.9509,0.0043,0.8645,0.0594,0.8043,0.0344,0.8319,0.0285
32,C,5,5,KillerWhale,0.9547,0.0089,0.9908,0.0017,0.8667,0.0238,0.8905,0.0361,0.8778,0.0144
32,C,5,6,NorthernRightWhale,0.5954,0.021,0.8677,0.011,0.794,0.0419,0.3805,0.0562,0.5132,0.0591
32,C,10,0,BottlenoseDolphin,0.8815,0.0186,0.974,0.0033,0.6851,0.0561,0.819,0.0398,0.7453,0.0436
32,C,10,1,BowheadWhale,0.85,0.0417,0.9534,0.0121,0.9195,0.0269,0.5767,0.0907,0.7053,0.0673
32,C,10,2,ClymeneDolphin,0.9728,0.0043,0.9942,0.0009,0.9114,0.0234,0.9023,0.0195,0.9066,0.0113
32,C,10,3,Frasherdolphin,0.9232,0.0214,0.9804,0.005,0.5479,0.0373,0.9687,0.0,0.6993,0.0307
32,C,10,4,HumpbackWhale,0.9413,0.0045,0.9719,0.0037,0.8702,0.0649,0.8435,0.0097,0.8555,0.0305
32,C,10,5,KillerWhale,0.9795,0.0089,0.9959,0.0018,0.8584,0.032,0.9429,0.0213,0.8982,0.0161
32,C,10,6,NorthernRightWhale,0.7706,0.0208,0.9244,0.0108,0.816,0.0545,0.5024,0.0534,0.6192,0.0389
32,M,-5,0,BottlenoseDolphin,0.6594,0.0419,0.947,0.0185,0.497,0.0485,0.7619,0.101,0.6005,0.0632
32,M,-5,1,BowheadWhale,0.7675,0.0466,0.9156,0.0169,0.636,0.0685,0.7721,0.0382,0.695,0.039
32,M,-5,2,ClymeneDolphin,0.7865,0.0372,0.9346,0.0185,0.7353,0.0744,0.6047,0.093,0.6598,0.0628
32,M,-5,3,Frasherdolphin,0.7905,0.0378,0.9372,0.0097,0.6115,0.0684,0.8,0.0356,0.6918,0.0501
32,M,-5,4,HumpbackWhale,0.7738,0.0233,0.8999,0.0077,0.8046,0.0817,0.6217,0.0451,0.6978,0.0204
32,M,-5,5,KillerWhale,0.9475,0.0046,0.9875,0.003,0.8928,0.0289,0.8571,0.0505,0.8734,0.0193
32,M,-5,6,NorthernRightWhale,0.5285,0.0562,0.8362,0.0358,0.5592,0.0986,0.3854,0.0556,0.4526,0.053
32,M,0,0,BottlenoseDolphin,0.8746,0.0391,0.9792,0.0148,0.7603,0.0517,0.8571,0.0337,0.8042,0.021
32,M,0,1,BowheadWhale,0.89,0.0172,0.9556,0.0072,0.7083,0.0471,0.8558,0.0195,0.7739,0.022
32,M,0,2,ClymeneDolphin,0.9312,0.0235,0.9792,0.0113,0.8692,0.0541,0.8419,0.0447,0.8539,0.031
32,M,0,3,Frasherdolphin,0.9155,0.0215,0.9802,0.0077,0.7794,0.0689,0.8562,0.028,0.8143,0.0351
32,M,0,4,HumpbackWhale,0.8988,0.01,0.9588,0.0161,0.8289,0.0682,0.8087,0.0357,0.8166,0.0296
32,M,0,5,KillerWhale,0.9857,0.0087,0.9972,0.0014,0.9595,0.0142,0.9048,0.0292,0.9312,0.021
32,M,0,6,NorthernRightWhale,0.7259,0.0458,0.9197,0.0223,0.7433,0.0448,0.5415,0.076,0.6231,0.0539
32,M,5,0,BottlenoseDolphin,0.9357,0.0305,0.9872,0.0134,0.8416,0.0732,0.8857,0.0261,0.8623,0.0478
32,M,5,1,BowheadWhale,0.9271,0.0289,0.973,0.0059,0.7631,0.0567,0.9116,0.0195,0.8298,0.0347
32,M,5,2,ClymeneDolphin,0.9598,0.0236,0.9854,0.0108,0.9323,0.0279,0.8837,0.0233,0.907,0.0151
32,M,5,3,Frasherdolphin,0.9707,0.0083,0.9954,0.0013,0.8881,0.0204,0.9375,0.0494,0.9115,0.0244
32,M,5,4,HumpbackWhale,0.9446,0.0042,0.9765,0.0084,0.8823,0.0462,0.8652,0.0357,0.873,0.0311
32,M,5,5,KillerWhale,0.9911,0.01,0.9985,0.0013,0.9668,0.0316,0.9381,0.0213,0.9518,0.0144
32,M,5,6,NorthernRightWhale,0.8308,0.0334,0.9642,0.0026,0.8156,0.0635,0.6683,0.0659,0.7341,0.0616
32,M,10,0,BottlenoseDolphin,0.9486,0.0382,0.9907,0.0101,0.8975,0.0685,0.8857,0.0261,0.8909,0.0454
32,M,10,1,BowheadWhale,0.93,0.0203,0.9714,0.0028,0.8192,0.0255,0.9442,0.0127,0.8771,0.0146
32,M,10,2,ClymeneDolphin,0.9654,0.0295,0.9882,0.0108,0.9387,0.0323,0.907,0.0164,0.9221,0.0121
32,M,10,3,Frasherdolphin,0.9881,0.0047,0.9984,0.0006,0.9184,0.0107,0.9812,0.028,0.9485,0.0092
32,M,10,4,HumpbackWhale,0.9661,0.0065,0.9882,0.0031,0.9324,0.0635,0.9043,0.0194,0.9171,0.0297
32,M,10,5,KillerWhale,0.9958,0.004,0.9992,0.0006,0.9678,0.0304,0.9619,0.0271,0.9642,0.0083
32,M,10,6,NorthernRightWhale,0.8852,0.022,0.9828,0.0052,0.9103,0.0411,0.7805,0.0668,0.839,0.0423
32,S,-5,0,BottlenoseDolphin,0.6181,0.1068,0.934,0.0185,0.4034,0.0548,0.8095,0.0673,0.5346,0.0396
32,S,-5,1,BowheadWhale,0.6396,0.0609,0.8784,0.0092,0.5892,0.0754,0.6093,0.0447,0.5956,0.0392
32,S,-5,2,ClymeneDolphin,0.7215,0.0406,0.9052,0.0214,0.7698,0.0737,0.4093,0.0628,0.5296,0.0395
32,S,-5,3,Frasherdolphin,0.7248,0.0155,0.9383,0.0087,0.5212,0.066,0.825,0.0523,0.6371,0.0574
32,S,-5,4,HumpbackWhale,0.7256,0.0346,0.8714,0.0141,0.8205,0.0521,0.513,0.05,0.6282,0.0226
32,S,-5,5,KillerWhale,0.9123,0.0179,0.9757,0.0045,0.8655,0.0359,0.7571,0.0426,0.8068,0.0279
32,S,-5,6,NorthernRightWhale,0.4582,0.0329,0.7923,0.0406,0.4325,0.0827,0.4098,0.0631,0.4176,0.0598
32,S,0,0,BottlenoseDolphin,0.8296,0.0255,0.9735,0.0054,0.5806,0.0977,0.8476,0.0398,0.6841,0.0586
32,S,0,1,BowheadWhale,0.8125,0.0257,0.9438,0.0075,0.7302,0.0653,0.7628,0.0555,0.7426,0.0232
32,S,0,2,ClymeneDolphin,0.9223,0.01,0.9685,0.0073,0.907,0.0121,0.7256,0.0195,0.8061,0.0143
32,S,0,3,Frasherdolphin,0.8964,0.0317,0.9752,0.0057,0.7112,0.0327,0.9,0.0464,0.7934,0.0192
32,S,0,4,HumpbackWhale,0.8671,0.0143,0.9375,0.0114,0.8701,0.0172,0.7826,0.0307,0.8236,0.0157
32,S,0,5,KillerWhale,0.9597,0.0078,0.9899,0.0028,0.9487,0.0165,0.8762,0.0458,0.9104,0.0261
32,S,0,6,NorthernRightWhale,0.6426,0.0553,0.8871,0.0224,0.5797,0.0474,0.5122,0.1182,0.5399,0.0882
32,S,5,0,BottlenoseDolphin,0.9193,0.0393,0.9908,0.0036,0.765,0.1079,0.8571,0.0583,0.8032,0.0591
32,S,5,1,BowheadWhale,0.9048,0.0164,0.9758,0.0037,0.7613,0.0411,0.8698,0.0389,0.8115,0.0336
32,S,5,2,ClymeneDolphin,0.9659,0.0157,0.984,0.01,0.9576,0.0237,0.8419,0.0255,0.896,0.0244
32,S,5,3,Frasherdolphin,0.967,0.0108,0.9948,0.0009,0.8508,0.0252,0.9562,0.0171,0.9001,0.0106
32,S,5,4,HumpbackWhale,0.9306,0.0235,0.9684,0.0161,0.9053,0.0163,0.8696,0.0266,0.8868,0.0131
32,S,5,5,KillerWhale,0.9816,0.0019,0.9957,0.0017,0.9504,0.0165,0.9095,0.031,0.9293,0.0191
32,S,5,6,NorthernRightWhale,0.7853,0.027,0.9348,0.0281,0.7432,0.0292,0.6634,0.076,0.6995,0.0487
32,S,10,0,BottlenoseDolphin,0.9376,0.0381,0.9938,0.0041,0.8766,0.0674,0.8381,0.0639,0.8544,0.0411
32,S,10,1,BowheadWhale,0.9301,0.0204,0.981,0.0072,0.803,0.0587,0.9116,0.0345,0.8529,0.0386
32,S,10,2,ClymeneDolphin,0.9758,0.0131,0.9899,0.0096,0.9556,0.0198,0.893,0.0127,0.9231,0.0103
32,S,10,3,Frasherdolphin,0.9867,0.0081,0.9981,0.0013,0.9147,0.0409,0.9812,0.0171,0.9461,0.0157
32,S,10,4,HumpbackWhale,0.9562,0.0153,0.982,0.0081,0.9025,0.0443,0.9,0.0451,0.9,0.0228
32,S,10,5,KillerWhale,0.9889,0.0023,0.9974,0.0011,0.9476,0.0351,0.919,0.0271,0.9325,0.0155
32,S,10,6,NorthernRightWhale,0.8748,0.047,0.9649,0.0235,0.8142,0.0799,0.7366,0.0935,0.7692,0.0576
